Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
7,61.0,Low,High,Yes,4,76,High,Yes,1,Not Available,Medium,Private,Positive,5,No,High School,Far,Female,60
27,85.0,High,Medium,Yes,8,66,Medium,,2,Low,High,Private,Neutral,4,Yes,High School,Unknown,Male,70
28,85.0,Medium,Medium,Yes,6,64,Not Available,Yes,1,Low,Medium,Public,Neutral,1,No,High School,Moderate,Male,68
18,99.0,Medium,High,Yes,7,81,Low,Yes,1,Medium,Medium,Public,Unknown,3,No,Postgraduate,Near,Male,72
4,76.0,Medium,Not Available,Yes,8,90,Medium,--,2,High,Medium,Public,Positive,2,No,Unknown,Moderate,Female,63
18,73.0,Medium,High,Yes,7,72,N/A,Yes,1,Medium,Medium,Private,Neutral,1,Yes,High School,N/A,Male,Not Available
20,85.0,Low,Medium,Yes,5,75,Low,Yes,1,Medium,Medium,--,Neutral,2,No,College,Near,Male,67
14,93.0,Medium,Low,Yes,9,83,Low,Yes,4,NULL,Medium,Public,Neutral,2,No,Postgraduate,,Female,68
17,NULL,Medium,Medium,No,5,56,Low,Yes,NULL,High,Medium,Public,N/A,3,No,High School,Near,Female,69
29,92.0,High,Medium,Yes,4,91,Low,Yes,1,High,High,Public,Neutral,4,No,High School,Near,Female,75
24,77.0,Low,Medium,No,8,92,High,Yes,0,High,Medium,Public,Neutral,Not Available,No,High School,N/A,Not Available,67
N/A,85.0,High,High,Yes,5,77,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Near,--,69
10,94.0,Low,Medium,No,9,59,Low,Yes,0,Medium,Medium,Public,Positive,,No,NULL,Near,Male,
--,80.0,Low,High,Yes,8,75,Medium,No,2,,Medium,Public,N/A,4,No,High School,Near,Male,65
19,69.0,Medium,Medium,Yes,7,55,Low,Yes,1,Low,Medium,Public,Positive,4,No,College,Near,Female,63
23,67.0,Low,Medium,No,6,88,Medium,Yes,2,Medium,--,Private,Neutral,4,No,High School,Near,Male,65
17,60.0,Medium,Low,No,6,66,Medium,NULL,0,Low,Medium,Public,Positive,Unknown,No,High School,Far,Female,58
23,89.0,High,High,Yes,6,66,Low,Yes,0,Low,High,Private,Positive,3,No,High School,Moderate,Male,70
32,64.0,Low,Low,Yes,6,97,Medium,Yes,1,Medium,Low,Public,Neutral,5,No,College,Moderate,Male,66
25,70.0,Medium,Low,No,9,71,Medium,No,2,Low,Medium,Not Available,NULL,2,No,College,Near,Female,63
20,72.0,Medium,Unknown,Yes,6,89,Low,Yes,1,Low,Medium,Private,Negative,3,No,High School,Far,Male,62
19,Not Available,N/A,Medium,Yes,N/A,82,High,Yes,2,Medium,Medium,Private,Positive,3,No,College,Moderate,Female,69
18,Not Available,Not Available,NULL,No,9,66,High,Yes,1,High,High,--,Positive,3,No,Not Available,NULL,N/A,66
27,87.0,High,Low,No,6,56,--,Yes,0,Low,High,Public,Neutral,2,No,High School,Moderate,--,Not Available
16,62.0,Low,Not Available,Yes,8,90,Low,N/A,2,High,NULL,,Neutral,2,No,Postgraduate,Far,Male,62
20,65.0,High,Medium,Unknown,6,88,Medium,Yes,0,Medium,High,Public,Negative,4,Yes,High School,Near,Male,64
20,80.0,Medium,High,Yes,7,58,Low,No,0,Medium,Medium,Public,Neutral,2,No,College,Near,Female,65
17,Unknown,Not Available,High,Yes,6,62,Low,Yes,--,Low,Medium,Private,Negative,3,No,College,Far,,64
12,72.0,Medium,Medium,No,6,88,High,Yes,2,High,Medium,Public,Positive,3,No,High School,Near,Female,65
22,63.0,Medium,Medium,Yes,7,99,Low,Yes,N/A,Medium,Medium,Private,Neutral,4,,High School,Moderate,Male,65
20,96.0,Low,Medium,Yes,5,92,Medium,Not Available,0,Medium,Medium,Public,Neutral,3,No,College,Near,Female,70
23,,Low,High,No,8,84,High,Yes,2,Medium,Medium,Private,Positive,3,Yes,Postgraduate,Near,Female,71
17,65.0,Medium,Medium,Yes,5,96,Low,Yes,2,Medium,High,Public,Positive,3,No,College,Moderate,Male,65
27,63.0,High,Medium,No,5,64,Medium,No,1,High,--,Public,--,4,No,Postgraduate,Near,,67
15,99.0,Low,Not Available,Unknown,7,50,High,No,4,Low,Medium,Public,Positive,2,No,High School,Moderate,Unknown,68
30,Unknown,High,High,Unknown,6,66,Low,Yes,1,Not Available,Medium,,Neutral,4,No,High School,Near,NULL,73
10,77.0,Medium,High,No,8,NULL,Medium,Yes,0,Medium,High,Public,Neutral,4,--,High School,Near,Male,--
23,88.0,High,High,No,7,94,Low,No,3,Low,Medium,Private,Positive,1,No,High School,Near,Male,71
23,90.0,NULL,High,No,5,N/A,Medium,Yes,NULL,Medium,High,Private,Positive,2,No,High School,Near,Female,70
15,,Low,High,No,8,75,Medium,Yes,4,Medium,Medium,Not Available,Neutral,1,No,High School,Near,Female,68
NULL,79.0,,Medium,Yes,7,54,Medium,Yes,2,Low,Medium,Private,Neutral,4,No,College,Moderate,NULL,Not Available
28,77.0,Low,High,Yes,7,89,Medium,Yes,3,Low,Medium,Public,Positive,3,Yes,High School,Far,Male,68
7,--,Medium,High,Yes,10,69,Low,Yes,0,Low,Medium,Private,Positive,3,No,College,Moderate,Female,59
23,97.0,Medium,Unknown,Yes,9,96,Medium,Yes,NULL,Medium,High,Private,Neutral,Unknown,,College,Near,Male,74
5,84.0,Medium,Medium,Yes,7,53,Low,No,1,Low,High,Public,N/A,3,No,Postgraduate,Not Available,Male,62
14,68.0,High,Low,Yes,5,87,High,Not Available,2,Medium,Medium,Public,Positive,3,No,High School,Far,Male,64
30,--,High,High,NULL,N/A,70,Medium,Yes,0,High,Medium,Unknown,Positive,2,NULL,Postgraduate,Near,N/A,76
17,97.0,High,Medium,Yes,9,Not Available,Medium,Yes,2,Low,Unknown,Public,Positive,2,No,High School,Near,Male,70
13,100.0,High,Medium,No,6,Unknown,Medium,No,0,Low,Low,Public,Positive,5,No,Postgraduate,Near,Male,69
19,95.0,Medium,Medium,Yes,7,74,High,No,0,Unknown,High,Public,Positive,2,No,,Near,Female,69
NULL,100.0,--,High,Yes,5,67,Medium,No,4,Medium,Medium,Public,Positive,3,No,High School,Far,Male,74
9,Unknown,High,Medium,No,8,,NULL,No,2,High,High,Public,Negative,2,No,High School,Near,Female,62
Unknown,94.0,Medium,Medium,No,9,83,High,Yes,2,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70
29,93.0,Low,Medium,Yes,9,54,Medium,No,4,Low,High,Public,Positive,3,No,High School,Near,Male,71
31,69.0,Medium,Low,NULL,6,80,Low,Yes,4,Medium,Not Available,Public,Negative,2,No,College,--,Male,68
19,64.0,High,Low,Yes,8,86,Low,Yes,3,High,Medium,Private,Neutral,3,,,N/A,Female,66
13,,Low,Medium,No,7,54,High,Yes,3,High,Medium,Public,Negative,3,No,High School,Far,Male,Unknown
33,72.0,High,Medium,No,8,83,Low,NULL,3,Low,High,Private,Neutral,4,No,High School,Near,Male,71
Not Available,95.0,Medium,Medium,Yes,Not Available,90,--,Yes,3,Medium,Medium,Public,Neutral,1,No,High School,Moderate,Male,74
24,60.0,Low,Medium,Yes,6,92,Low,Yes,3,Medium,Medium,Public,Positive,2,No,College,Near,Male,65
15,61.0,High,Low,Unknown,9,52,Medium,Yes,1,--,Medium,Private,Neutral,3,No,High School,Moderate,Female,Not Available
20,79.0,High,High,Yes,7,85,Low,Yes,2,Medium,Medium,Public,Neutral,2,N/A,College,Moderate,Male,69
19,--,Medium,Medium,Yes,6,90,Low,Yes,2,Low,Medium,Private,Positive,3,No,High School,Moderate,Male,N/A
22,88.0,Medium,Low,Yes,7,70,Medium,N/A,3,Low,Medium,Public,Positive,2,No,High School,Near,Female,69
29,83.0,Medium,Low,Yes,,77,High,Yes,1,Medium,Medium,Not Available,Neutral,4,No,High School,Near,Male,70
25,63.0,High,Low,Yes,8,63,Medium,Yes,0,Medium,High,Private,Not Available,1,Yes,Postgraduate,Near,Female,65
14,67.0,Low,Low,Yes,7,66,Low,Yes,0,Low,Medium,Public,Neutral,4,No,High School,Far,Female,57
28,76.0,Medium,Medium,Yes,6,75,NULL,Yes,0,Medium,High,Public,Positive,--,No,High School,Near,Female,68
22,67.0,High,Unknown,No,10,58,Medium,Yes,2,High,Not Available,Public,Neutral,3,No,Postgraduate,N/A,Male,Unknown
NULL,92.0,Medium,NULL,No,NULL,69,Medium,Yes,2,Medium,Medium,Private,Negative,4,No,High School,Near,Female,Not Available
29,77.0,Medium,NULL,Yes,8,65,Medium,Yes,Unknown,Medium,N/A,Public,Neutral,3,No,High School,Near,Male,68
,64.0,High,,Yes,7,62,Medium,Yes,1,Low,Medium,Public,Neutral,--,No,College,Moderate,Female,62
20,79.0,High,Not Available,Yes,5,74,Medium,Yes,1,Low,Medium,Public,Neutral,5,No,High School,,Male,67
17,64.0,High,High,Yes,6,--,Medium,Yes,0,Medium,Medium,Private,Positive,1,,Postgraduate,Near,Male,66
11,65.0,Medium,Low,Yes,5,62,Medium,Yes,N/A,Medium,High,Public,Neutral,2,No,College,Far,Female,60
22,70.0,High,NULL,No,10,83,Low,Yes,0,Medium,,Public,Positive,2,NULL,College,Moderate,Male,65
35,94.0,High,Medium,Yes,NULL,63,Medium,Yes,1,Low,High,Public,Positive,2,No,College,Near,Female,75
NULL,97.0,Low,Medium,--,7,57,Medium,Yes,--,Medium,High,Public,Neutral,5,No,High School,,Female,67
20,93.0,Medium,High,No,Not Available,97,Medium,Yes,1,Low,Medium,Public,Neutral,2,No,Postgraduate,Moderate,Male,71
24,73.0,Unknown,Low,Yes,6,82,Medium,Yes,0,Medium,Medium,Public,Negative,2,Yes,High School,Near,Male,Unknown
21,N/A,NULL,Medium,Yes,9,55,Low,Yes,2,High,High,Public,Positive,1,No,Postgraduate,Moderate,Male,--
19,,High,Medium,No,8,82,Low,Yes,2,Low,Medium,Private,Negative,4,No,Postgraduate,Near,NULL,Unknown
12,89.0,High,Low,Yes,4,59,Low,Yes,2,Low,High,Public,Negative,4,No,Unknown,Near,Male,--
21,100.0,NULL,High,No,6,94,Medium,,1,High,Medium,Public,Positive,3,No,College,Moderate,NULL,72
15,65.0,Medium,Medium,--,8,62,Medium,Yes,,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,61
7,62.0,Low,High,No,7,90,Medium,Yes,1,Medium,Low,Public,,5,No,College,Moderate,Female,60
,88.0,High,High,Yes,7,60,Medium,Yes,2,Low,Medium,Public,Positive,2,No,High School,Near,Female,--
26,--,Medium,Medium,Yes,6,78,Not Available,Yes,2,Medium,Medium,Public,Neutral,--,No,Postgraduate,Far,Female,72
20,Not Available,Low,Medium,Yes,6,,NULL,Yes,2,Medium,Medium,Private,Negative,3,No,College,Near,,70
N/A,87.0,Low,Medium,No,7,65,High,Yes,2,Medium,Medium,Public,Negative,3,Yes,College,Near,Male,67
26,98.0,Medium,Medium,No,10,54,Medium,Yes,0,Low,NULL,Private,Neutral,Not Available,--,Not Available,Near,Male,71
21,80.0,NULL,,Yes,6,78,Medium,Yes,0,Medium,Medium,Private,Negative,2,No,Postgraduate,Near,Female,66
25,97.0,High,High,No,6,Unknown,Low,,N/A,Low,High,Public,Positive,2,Not Available,High School,Near,Female,72
18,99.0,Medium,Medium,Yes,7,86,Medium,No,1,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,70
28,94.0,Medium,Low,Yes,5,80,--,Yes,2,Unknown,Medium,Public,Negative,2,No,High School,Moderate,Female,--
22,72.0,Low,Unknown,Yes,8,N/A,NULL,Yes,2,Medium,Medium,Public,Negative,Unknown,No,College,Far,Male,64
21,68.0,Medium,Medium,Yes,5,85,Medium,No,3,High,Medium,Public,Positive,2,No,College,Moderate,Male,66
12,Not Available,Not Available,Low,No,5,62,,Yes,2,Medium,Medium,Public,Positive,4,No,High School,Near,Male,64
22,Unknown,Medium,Medium,Yes,5,96,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,67
15,95.0,Low,Low,No,5,67,High,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,67
16,64.0,High,Low,--,9,88,Medium,Yes,1,Medium,High,Public,Positive,3,No,High School,Not Available,Male,64
15,70.0,Low,Not Available,No,8,Not Available,Low,Yes,0,,Medium,Private,Positive,4,No,High School,Moderate,Female,61
14,90.0,High,High,Yes,8,86,Medium,Yes,NULL,Medium,Medium,Private,Negative,2,No,High School,Near,Female,99
33,64.0,Medium,Medium,No,8,52,Low,No,3,High,Medium,Public,Positive,4,No,High School,Near,Unknown,67
28,Unknown,Medium,High,--,7,65,High,Yes,3,High,High,NULL,Not Available,3,No,Postgraduate,Near,Male,72
32,75.0,,Low,No,7,55,Medium,Yes,1,--,Not Available,Public,Neutral,--,No,High School,NULL,--,66
N/A,85.0,Low,High,Yes,9,73,High,Yes,3,Medium,NULL,Public,Positive,2,No,,Moderate,Male,68
20,66.0,High,Low,,9,72,Low,Yes,1,Medium,High,Public,Positive,1,No,College,Near,Female,64
12,94.0,High,High,NULL,5,68,High,Yes,1,High,Medium,Public,Neutral,--,No,High School,Near,,69
16,78.0,Medium,High,,10,99,Low,Yes,0,Unknown,Medium,Public,Positive,4,No,High School,Far,Female,65
14,97.0,Low,High,No,5,62,Medium,No,1,Medium,Medium,Public,Neutral,4,Yes,Postgraduate,Far,Female,66
27,79.0,High,High,Yes,6,90,Low,Yes,3,Medium,High,Public,Positive,4,No,High School,Near,Male,73
18,71.0,Medium,Medium,Yes,7,72,Low,Yes,0,Low,--,Public,Neutral,4,N/A,High School,,Female,63
26,66.0,Medium,Medium,Yes,7,67,High,Yes,3,Medium,Medium,Public,Negative,4,No,High School,N/A,Female,66
NULL,60.0,Medium,Medium,N/A,10,60,Low,Yes,3,Low,High,Private,Neutral,2,No,Postgraduate,Near,Female,65
34,81.0,Medium,Medium,Yes,9,82,Low,Yes,Unknown,Medium,High,Public,Negative,,No,High School,Near,Male,71
Unknown,64.0,NULL,Low,Yes,8,NULL,High,No,1,,N/A,Unknown,Neutral,2,Yes,N/A,Near,Male,58
28,76.0,Medium,Medium,No,9,91,Medium,Yes,0,Low,Not Available,--,Neutral,3,No,Not Available,Moderate,Male,68
27,84.0,Medium,Medium,No,8,98,Medium,NULL,0,Low,Medium,Public,Neutral,4,No,High School,Moderate,NULL,69
14,71.0,High,Low,Yes,6,61,Low,Yes,0,Low,Medium,Public,Positive,3,No,Postgraduate,Near,Female,63
26,67.0,Not Available,Medium,Yes,8,56,Medium,N/A,1,Medium,Medium,Public,Negative,5,,College,Near,Female,N/A
22,91.0,Medium,Medium,Yes,7,66,Medium,No,0,High,High,Public,Negative,3,No,College,Near,,69
19,NULL,Medium,Low,Yes,6,73,Medium,Yes,3,Low,,,Negative,3,No,College,Near,Male,69
15,64.0,High,Medium,No,9,65,Unknown,Yes,2,Unknown,Medium,Public,Neutral,2,No,High School,Near,Male,63
16,66.0,Low,High,Yes,7,99,Medium,Yes,1,Low,Medium,Public,Positive,--,NULL,College,Near,,65
32,98.0,Low,High,No,5,89,Medium,Yes,NULL,High,Low,Private,Positive,3,No,Unknown,Near,Male,76
20,62.0,Not Available,Medium,Yes,6,98,High,Yes,0,High,High,Public,Neutral,Unknown,No,Postgraduate,Near,Male,67
,99.0,Low,,No,8,69,Medium,No,1,Low,High,Public,Positive,3,No,Postgraduate,Moderate,Male,70
15,60.0,,Low,No,9,65,NULL,Yes,1,Medium,High,Public,Negative,5,No,N/A,Moderate,Male,60
15,95.0,High,Low,No,8,70,Medium,Yes,2,High,Unknown,Public,Neutral,3,Yes,High School,Near,Female,68
26,72.0,Unknown,Medium,Yes,--,76,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Male,68
12,98.0,Low,High,Yes,6,87,Medium,Yes,Unknown,Low,Medium,Private,Neutral,3,No,Unknown,Near,Female,70
--,73.0,Medium,High,Yes,7,94,High,Unknown,1,Unknown,--,Private,Neutral,3,No,Postgraduate,--,Female,68
20,86.0,High,High,No,7,73,Medium,Yes,3,Low,Low,Public,Neutral,3,,High School,Near,Male,69
21,63.0,Medium,Medium,,7,64,Medium,Yes,0,Low,Medium,Public,Negative,3,No,High School,Near,NULL,62
19,70.0,Not Available,Low,No,7,66,Medium,Yes,Unknown,,Low,Unknown,Neutral,4,No,College,Moderate,Male,Unknown
22,91.0,High,Unknown,No,6,85,Low,Unknown,2,Medium,Medium,Private,Positive,NULL,No,High School,Moderate,Female,71
24,81.0,,Medium,Yes,Not Available,78,Medium,Yes,1,Low,Medium,Public,Positive,2,No,N/A,Near,Male,68
24,97.0,High,Medium,--,--,74,Not Available,Yes,0,Medium,Low,Public,Neutral,5,No,High School,Near,Female,72
14,77.0,Medium,Medium,Yes,5,60,Low,Yes,1,High,High,Private,Negative,3,No,Postgraduate,Far,Male,64
18,95.0,Medium,High,Yes,6,94,Medium,Yes,6,Low,Unknown,Public,Neutral,3,No,High School,Far,Female,73
27,78.0,Medium,Unknown,No,8,89,Low,Yes,,Low,--,Public,Neutral,3,No,Postgraduate,Near,Female,69
25,99.0,NULL,Medium,No,8,57,Medium,Yes,1,Medium,Low,Private,Positive,3,No,Postgraduate,Moderate,Male,70
12,98.0,Medium,High,No,4,68,Medium,Yes,3,N/A,High,--,Neutral,2,No,High School,Near,Female,69
N/A,73.0,NULL,Unknown,No,8,77,Medium,Yes,1,High,Medium,Public,Neutral,3,No,High School,Far,Male,64
8,95.0,Medium,Medium,No,--,73,Low,Yes,2,Medium,Medium,Private,Neutral,2,No,College,Near,Male,66
20,94.0,Medium,Medium,Yes,6,70,Unknown,Yes,1,Medium,Medium,Public,Neutral,2,No,High School,Moderate,Female,69
31,68.0,High,Medium,No,7,86,Low,Yes,1,Low,Medium,Private,Positive,3,No,High School,Not Available,Female,68
14,85.0,Medium,Low,Yes,5,53,NULL,Yes,4,Medium,N/A,Public,Neutral,3,No,High School,Near,Male,65
15,,High,Low,Yes,NULL,74,Medium,Yes,4,Low,N/A,Public,Negative,,No,High School,Moderate,Male,62
Not Available,93.0,High,High,Yes,5,63,,Yes,2,High,Medium,Unknown,Positive,2,No,Postgraduate,Near,Female,75
11,67.0,Medium,Medium,Yes,6,54,,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Female,60
16,63.0,Medium,High,Yes,6,73,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,College,Near,Male,63
24,NULL,Medium,Low,Yes,8,Unknown,Medium,Yes,2,Medium,--,Public,Positive,4,No,College,Far,Male,66
16,83.0,High,Medium,Yes,7,63,Medium,Yes,0,Medium,Medium,Not Available,Neutral,3,No,Postgraduate,N/A,Female,67
19,94.0,Low,Medium,Unknown,8,75,--,Yes,1,Medium,Medium,Public,Negative,3,No,College,Moderate,Female,68
24,99.0,Medium,Medium,Yes,5,99,Medium,Yes,0,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,72
23,Not Available,Low,Medium,No,7,84,High,Yes,0,Low,Medium,Private,Neutral,3,No,College,Near,Male,66
22,62.0,Medium,Medium,Yes,8,64,Medium,Yes,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Unknown,63
18,90.0,Medium,High,,9,69,Medium,Yes,1,High,High,Private,Positive,3,No,College,Moderate,Female,71
NULL,83.0,Low,Medium,--,5,70,High,Yes,2,Low,Medium,Public,,3,No,College,Far,Not Available,67
19,78.0,Medium,Medium,Yes,NULL,58,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,66
23,72.0,High,Medium,--,8,58,Medium,No,2,,High,Not Available,Positive,2,No,College,Near,Unknown,66
17,80.0,High,High,No,Unknown,57,Medium,Yes,4,Unknown,Medium,Public,Positive,2,Unknown,College,Near,Male,--
19,NULL,Medium,--,No,7,--,High,Yes,1,High,Medium,Public,Neutral,3,No,College,Near,Female,66
14,90.0,High,Medium,Yes,5,84,Medium,Unknown,Not Available,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68
20,82.0,--,Medium,Yes,5,80,Medium,Yes,NULL,Low,Medium,Public,Neutral,1,Yes,College,Near,N/A,68
15,95.0,Low,Medium,Yes,7,99,Low,Yes,0,High,High,Public,,2,No,High School,Near,Female,68
13,82.0,Medium,High,No,8,56,Low,Yes,2,Low,High,Private,Neutral,Unknown,No,Postgraduate,Near,Male,66
22,Unknown,High,Low,No,7,99,Medium,Yes,1,Low,High,Private,NULL,2,No,High School,Moderate,Male,66
21,94.0,Medium,High,No,5,73,Low,Yes,0,Medium,High,Public,Neutral,Not Available,No,Postgraduate,Far,Female,70
25,82.0,High,Medium,Yes,9,61,Low,Yes,1,N/A,Medium,Public,Negative,Not Available,No,High School,Near,Male,68
17,68.0,Medium,Unknown,Yes,6,NULL,High,Yes,2,High,Low,Public,Negative,3,No,High School,Moderate,Male,Not Available
22,85.0,Low,Unknown,Yes,8,--,High,Yes,1,Medium,NULL,Private,Positive,3,No,College,Near,Male,70
23,74.0,Medium,Medium,No,4,67,Medium,,3,High,Medium,Private,Not Available,5,No,High School,Far,Male,66
23,94.0,Medium,High,Yes,9,61,Medium,No,,Medium,Medium,Public,Negative,1,Yes,Postgraduate,Not Available,Female,68
15,78.0,Medium,Medium,Yes,6,63,High,Yes,1,Medium,Medium,Private,Neutral,2,Yes,College,Moderate,Male,64
21,89.0,Medium,Medium,No,9,99,Medium,Yes,0,Medium,Medium,Unknown,Negative,3,No,High School,Near,Unknown,69
22,64.0,Medium,Medium,No,8,65,Low,Yes,,Medium,Medium,Private,Neutral,4,Not Available,Postgraduate,N/A,Female,NULL
20,76.0,Medium,High,N/A,5,99,Low,No,3,Medium,High,Public,Negative,3,No,Postgraduate,Near,Female,69
7,99.0,Low,High,Yes,7,67,Low,No,1,NULL,High,Private,Neutral,4,No,High School,Near,Female,N/A
21,92.0,High,Low,No,9,62,Medium,Yes,1,Medium,Low,Public,Positive,Unknown,No,High School,Near,Female,68
33,66.0,Medium,Medium,Yes,6,59,Medium,Yes,3,NULL,Medium,Public,Positive,2,No,Postgraduate,--,Female,70
18,71.0,,Medium,--,,71,Medium,Yes,1,Medium,Unknown,Public,Positive,3,N/A,High School,Not Available,Female,65
16,73.0,High,Medium,Yes,8,62,Medium,Yes,0,High,High,Private,Neutral,2,No,High School,Near,Female,65
22,86.0,Medium,Low,No,9,85,Medium,Yes,1,Medium,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68
22,90.0,,Medium,No,7,62,Low,Yes,0,Medium,Medium,Public,Positive,3,No,College,Near,Male,67
27,90.0,High,High,No,7,,NULL,Yes,Not Available,Low,Medium,Private,Neutral,3,No,Not Available,Near,Female,72
12,80.0,High,Unknown,Yes,NULL,92,--,Yes,1,High,High,Public,Positive,Not Available,No,Postgraduate,Moderate,Male,70
,92.0,Low,High,Yes,8,Not Available,High,Yes,1,High,High,Private,Neutral,3,No,College,Near,Male,Unknown
24,77.0,N/A,Unknown,Yes,7,--,Low,Yes,1,High,Medium,Public,Negative,5,No,College,Not Available,Male,71
Unknown,65.0,Low,Medium,No,8,93,Not Available,Yes,1,Medium,High,Private,Neutral,4,No,College,Near,NULL,64
22,N/A,Low,High,Yes,6,80,Medium,Yes,Unknown,Medium,Medium,Public,Positive,5,No,High School,--,Female,69
26,98.0,Medium,Unknown,Yes,7,68,Medium,Yes,4,Low,NULL,Public,Positive,1,No,Not Available,Near,Female,73
Not Available,92.0,,High,Yes,9,72,Medium,Yes,1,Low,Medium,Public,Negative,N/A,No,Postgraduate,Far,Female,70
13,83.0,High,Unknown,No,7,89,Medium,Yes,1,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,68
25,86.0,High,Medium,,Not Available,65,Medium,Yes,2,Medium,High,Public,Positive,Not Available,No,High School,Moderate,Unknown,N/A
20,97.0,Medium,High,No,,67,Low,Yes,1,Low,High,Private,Positive,--,No,Postgraduate,Near,Female,71
20,77.0,Low,High,Yes,7,58,High,Yes,0,High,Medium,Public,Neutral,3,No,High School,Near,Male,66
20,73.0,Unknown,High,No,6,70,Low,Yes,3,High,High,Public,Neutral,4,No,--,Near,Female,68
19,99.0,Medium,High,Yes,5,54,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,70
Not Available,95.0,Medium,Medium,No,5,66,Low,Yes,3,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,72
19,73.0,Low,High,Yes,9,69,High,--,1,Low,Low,Public,Positive,4,No,Postgraduate,Near,Female,66
13,79.0,Medium,High,Yes,7,63,Low,No,3,High,Medium,Private,Neutral,2,No,High School,Near,Female,N/A
18,77.0,Medium,High,Yes,7,55,High,No,3,--,N/A,Private,Unknown,3,Yes,High School,Near,Female,--
21,66.0,High,Medium,Yes,6,76,N/A,Yes,3,Low,Medium,Private,Neutral,1,No,High School,NULL,Female,65
27,98.0,High,Low,Yes,6,93,Low,Yes,0,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,72
24,76.0,--,Medium,Yes,6,67,Medium,Yes,2,High,Medium,Public,NULL,3,No,College,Near,Female,68
15,95.0,Medium,Medium,Yes,7,62,High,Yes,0,High,Medium,Public,Negative,3,No,College,N/A,Female,68
35,68.0,Low,High,Yes,5,64,Medium,Yes,0,N/A,Low,Public,Positive,4,Yes,High School,Near,Male,67
22,82.0,Medium,Medium,Yes,9,93,Low,Yes,NULL,Low,Medium,,N/A,2,No,High School,Near,Male,68
28,61.0,High,Medium,No,Not Available,76,High,Yes,1,Medium,High,Public,Positive,4,No,High School,--,Male,67
19,91.0,Medium,High,N/A,7,57,Low,Yes,3,High,High,Public,Negative,3,No,High School,Moderate,Female,69
23,83.0,Low,Low,No,8,85,Medium,Yes,2,Low,Medium,Private,Neutral,2,Yes,High School,--,Male,65
25,85.0,Medium,Medium,No,8,58,Medium,Yes,NULL,Medium,High,Public,Neutral,4,No,College,Near,Male,70
27,62.0,High,Medium,No,6,53,Low,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,64
26,68.0,Medium,Medium,No,8,63,--,Yes,2,Low,High,Public,Positive,3,No,High School,Near,Unknown,
25,63.0,Low,Medium,No,8,58,Medium,Yes,1,High,Medium,Public,Positive,1,No,College,Near,Female,--
18,72.0,High,High,Yes,7,80,High,Yes,1,High,High,Unknown,Negative,2,Yes,High School,Moderate,Female,66
17,NULL,Medium,Medium,Yes,9,74,Medium,Not Available,1,Medium,Medium,Private,Neutral,2,No,High School,Near,Male,67
22,83.0,Medium,Low,Yes,8,86,Medium,Yes,Unknown,Medium,Low,Public,N/A,4,No,Unknown,Near,Male,68
26,84.0,Medium,Medium,No,8,76,,Yes,5,--,High,Public,Neutral,2,No,High School,Moderate,Male,71
--,82.0,High,NULL,No,9,71,Medium,Yes,1,Low,High,Private,Neutral,3,N/A,College,Near,Female,67
NULL,71.0,High,Medium,Yes,7,76,Medium,Yes,3,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,69
29,70.0,Medium,Low,Yes,7,72,Low,Yes,1,Medium,Medium,Public,Positive,4,No,College,Near,Male,67
15,65.0,Low,High,Yes,8,Not Available,Medium,Not Available,4,Low,--,Private,Neutral,3,Yes,High School,Moderate,Female,61
15,94.0,Medium,Medium,No,7,84,Medium,Yes,0,Medium,High,Public,Positive,2,No,High School,Moderate,Male,Unknown
19,85.0,Low,Low,Yes,8,98,Medium,Yes,N/A,Medium,Low,Private,Neutral,4,No,High School,Near,Female,67
Not Available,67.0,Low,Medium,Yes,6,71,Low,Yes,1,Medium,High,Public,Neutral,4,No,College,Moderate,Not Available,64
